instituicao,cod_ibge,uf,populacao,indicador_1,Nota_1,indicador_2,Nota_2,indicador_3,nota_3,classificacao_capag
Prefeitura Municipal de São Félix - BA,2929008,BA,14717,"83,28%",B,"95,80%",C,"12650,59%",C,C
Prefeitura Municipal de São Félix de Balsas - MA,2110807,MA,4609,,n.d.,"219,73%",C,"52,36%",A,n.d.
Prefeitura Municipal de São Félix de Minas - MG,3161056,MG,3377,"16,79%",A,"92,57%",B,"-9,36%",C,C
Prefeitura Municipal de São Félix do Araguaia - MT,5107859,MT,11615,"6,77%",A,,n.d.,"123,04%",C,n.d.
Prefeitura Municipal de São Félix do Coribe - BA,2929057,BA,15310,"2,75%",A,,n.d.,"2101,43%",C,n.d.
Prefeitura Municipal de São Félix do Piauí - PI,2209609,PI,2954,"31,25%",A,,n.d.,"124,15%",C,n.d.
Prefeitura Municipal de São Félix do Tocantins - TO,1720150,TO,1572,"10,89%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Félix do Xingu - PA,1507300,PA,124763,"6,04%",A,"96,83%",C,"76,10%",A,C
Prefeitura Municipal de São Fernando - RN,2411809,RN,3573,"12,77%",A,,n.d.,"1352,19%",C,n.d.
Prefeitura Municipal de São Fidélis - RJ,3304805,RJ,38626,"36,40%",A,"105,31%",C,"106,69%",C,C
Prefeitura Municipal de São Francisco - MG,3161106,MG,56163,"26,23%",A,"82,99%",A,"161,03%",C,C
Prefeitura Municipal de São Francisco - PB,2513984,PB,3371,"0,35%",A,"94,41%",B,"13,75%",A,B
Prefeitura Municipal de São Francisco - SE,2806909,SE,3987,"37,67%",A,"97,85%",C,"40,20%",A,C
Prefeitura Municipal de São Francisco - SP,3549003,SP,2826,"3,76%",A,"110,30%",C,"29,17%",A,C
Prefeitura Municipal de São Francisco de Assis - RS,4318101,RS,18471,"17,87%",A,"91,71%",B,"191,20%",C,C
Prefeitura Municipal de São Francisco de Assis do Piauí - PI,2209658,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Francisco de Goiás - GO,5219902,GO,6260,"22,60%",A,"97,13%",C,"-1276,06%",C,C
Prefeitura Municipal de São Francisco de Itabapoana - RJ,3304755,RJ,,,n.d.,,n.d.,"-19,61%",C,n.d.
Prefeitura Municipal de São Francisco de Paula - MG,3161205,MG,6535,"19,88%",A,"90,68%",B,"1,67%",A,B
Prefeitura Municipal de São Francisco de Paula - RS,4318200,RS,21633,"3,77%",A,,n.d.,"10,31%",A,n.d.
Prefeitura Municipal de São Francisco de Sales - MG,3161304,MG,6200,"18,56%",A,"95,07%",C,"96,89%",A,C
Prefeitura Municipal de São Francisco do Brejão - MA,2110856,MA,11652,,n.d.,"114,83%",C,,n.d.,n.d.
Prefeitura Municipal de São Francisco do Conde - BA,2929206,BA,39338,"55,00%",A,"92,80%",B,"168,26%",C,C
Prefeitura Municipal de São Francisco do Glória - MG,3161403,MG,4889,"2,09%",A,,n.d.,"-21,62%",C,n.d.
Prefeitura Municipal de São Francisco do Guaporé - RO,1101492,RO,19842,"4,14%",A,"86,14%",A,"3,04%",A,A
Prefeitura Municipal de São Francisco do Maranhão - MA,2110906,MA,12201,,n.d.,,n.d.,"24,24%",A,n.d.
Prefeitura Municipal de São Francisco do Oeste - RN,2411908,RN,4200,"19,84%",A,"88,53%",A,"6,73%",A,A
Prefeitura Municipal de São Francisco do Pará - PA,1507409,PA,15833,,n.d.,"99,17%",C,,n.d.,n.d.
Prefeitura Municipal de São Francisco do Piauí - PI,2209708,PI,6425,"9,73%",A,"90,39%",B,"367,77%",C,C
Prefeitura Municipal de São Francisco do Sul - SC,4216206,SC,51677,"7,66%",A,"85,84%",A,"15,01%",A,A
Prefeitura Municipal de São Gabriel - BA,2929255,BA,18798,"35,69%",A,,n.d.,"3748,43%",C,n.d.
Prefeitura Municipal de São Gabriel - RS,4318309,RS,62061,"38,79%",A,"93,28%",B,"170,66%",C,C
Prefeitura Municipal de São Gabriel da Cachoeira - AM,1303809,AM,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Gabriel da Palha - ES,3204708,ES,37361,"22,07%",A,,n.d.,"69,07%",A,n.d.
Prefeitura Municipal de São Gabriel do Oeste - MS,5007695,MS,26363,"6,02%",A,"93,10%",B,"14,26%",A,B
Prefeitura Municipal de São Geraldo - MG,3161502,MG,12164,"6,79%",A,,n.d.,"13,93%",A,n.d.
Prefeitura Municipal de São Geraldo da Piedade - MG,3161601,MG,4015,"2,63%",A,"89,06%",A,,n.d.,n.d.
Prefeitura Municipal de São Geraldo do Araguaia - PA,1507458,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Geraldo do Baixio - MG,3161650,MG,3963,"2,25%",A,"98,28%",C,"-12,85%",C,C
Prefeitura Municipal de São Gonçalo - RJ,3304904,RJ,1077687,"25,14%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Gonçalo do Abaeté - MG,3161700,MG,6923,"13,39%",A,,n.d.,"194,19%",C,n.d.
Prefeitura Municipal de São Gonçalo do Amarante - CE,2312403,CE,48516,"12,93%",A,"85,69%",A,,n.d.,n.d.
Prefeitura Municipal de São Gonçalo do Amarante - RN,2412005,RN,101102,"18,62%",A,"83,74%",A,"13,49%",A,A
Prefeitura Municipal de São Gonçalo do Gurguéia - PI,2209757,PI,3025,"13,96%",A,"104,01%",C,"4,34%",A,C
Prefeitura Municipal de São Gonçalo do Pará - MG,3161809,MG,12218,"7,09%",A,,n.d.,"206,92%",C,n.d.
Prefeitura Municipal de São Gonçalo do Piauí - PI,2209807,PI,4999,,n.d.,"95,59%",C,"5,83%",A,n.d.
Prefeitura Municipal de São Gonçalo do Rio Abaixo - MG,3161908,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Gonçalo do Rio Preto - MG,3125507,MG,3161,"24,40%",A,"95,38%",C,"91,78%",A,C
Prefeitura Municipal de São Gonçalo do Sapucaí - MG,3162005,MG,25332,"5,75%",A,"90,69%",B,"52,79%",A,B
Prefeitura Municipal de São Gonçalo dos Campos - BA,2929305,BA,37139,"84,42%",B,"97,49%",C,,n.d.,n.d.
Prefeitura Municipal de São Gotardo - MG,3162104,MG,35145,"4,74%",A,"89,38%",A,"104,04%",C,C
Prefeitura Municipal de São Jerônimo - RS,4318408,RS,24078,"2,67%",A,"85,77%",A,"10,61%",A,A
Prefeitura Municipal de São Jerônimo da Serra - PR,4124707,PR,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João - PE,2613206,PE,22686,"9,04%",A,"99,45%",C,"125,91%",C,C
Prefeitura Municipal de São João - PR,4124806,PR,10303,"17,69%",A,"1138924341802780000,00%",C,"5,86%",A,C
Prefeitura Municipal de São João Batista - MA,2111003,MA,20629,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João Batista - SC,4216305,SC,36244,"21,53%",A,"87,05%",A,"7,90%",A,A
Prefeitura Municipal de São João Batista do Glória - MG,3162203,MG,7407,"3,67%",A,"93,95%",B,"8,92%",A,B
Prefeitura Municipal de São João da Baliza - RR,1400506,RR,8052,,n.d.,"17595,08%",C,"235,38%",C,n.d.
Prefeitura Municipal de São João da Barra - RJ,3305000,RJ,36138,"16,98%",A,"87,45%",A,"158,37%",C,C
Prefeitura Municipal de São João da Boa Vista - SP,3549102,SP,90637,"8,51%",A,"89,40%",A,"40,25%",A,A
Prefeitura Municipal de São João da Canabrava - PI,2209856,PI,4602,"14,74%",A,"106,34%",C,"15,20%",A,C
Prefeitura Municipal de São João da Fronteira - PI,2209872,PI,6019,"23,11%",A,"106,53%",C,"45,17%",A,C
Prefeitura Municipal de São João da Lagoa - MG,3162252,MG,4896,"1,37%",A,"94,19%",B,"523,48%",C,C
Prefeitura Municipal de São João da Mata - MG,3162302,MG,2753,"3,44%",A,"96,50%",C,"122,51%",C,C
Prefeitura Municipal de São João da Paraúna - GO,5220058,GO,1417,"23,76%",A,"85,64%",A,"44,11%",A,A
Prefeitura Municipal de São João da Ponta - PA,1507466,PA,6059,"11,96%",A,,n.d.,"17,68%",A,n.d.
Prefeitura Municipal de São João da Ponte - MG,3162401,MG,25235,"21,45%",A,"99,23%",C,"282,59%",C,C
Prefeitura Municipal de São João da Serra - PI,2209906,PI,6157,"10,90%",A,,n.d.,"719,73%",C,n.d.
Prefeitura Municipal de São João da Urtiga - RS,4318424,RS,4674,"0,39%",A,"85,32%",A,"0,00%",n.d.,n.d.
Prefeitura Municipal de São João da Varjota - PI,2209955,PI,4832,,n.d.,"104,45%",C,"8,55%",A,n.d.
Prefeitura Municipal de São João d'Aliança - GO,5220009,GO,13387,"50,26%",A,"82,42%",A,"279,80%",C,C
Prefeitura Municipal de São João das Duas Pontes - SP,3549201,SP,2574,"3,09%",A,"104,89%",C,"2472,73%",C,C
Prefeitura Municipal de São João das Missões - MG,3162450,MG,12899,"36,30%",A,"96,30%",C,"14017,71%",C,C
Prefeitura Municipal de São João de Iracema - SP,3549250,SP,1912,"1,58%",A,"856,42%",C,"1022,93%",C,C
Prefeitura Municipal de São João de Meriti - RJ,3305109,RJ,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João de Pirabas - PA,1507474,PA,22842,"0,01%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João del Rei - MG,3162500,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João do Araguaia - PA,1507508,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João do Arraial - PI,2209971,PI,7937,"11,18%",A,"103,47%",C,"26,61%",A,C
Prefeitura Municipal de São João do Caiuá - PR,4124905,PR,5874,,n.d.,"84,73%",A,"2,43%",A,n.d.
Prefeitura Municipal de São João do Cariri - PB,2514008,PB,4313,"26,65%",A,"93,67%",B,"78,48%",A,B
Prefeitura Municipal de São João do Carú - MA,2111029,MA,15828,,n.d.,"93,38%",B,"-162,86%",C,n.d.
Prefeitura Municipal de São João do Itaperiú - SC,4216354,SC,3707,"11,20%",A,"96,10%",C,"5,96%",A,C
Prefeitura Municipal de São João do Ivaí - PR,4125001,PR,10386,"14,57%",A,"94,20%",B,"14,80%",A,B
Prefeitura Municipal de São João do Jaguaribe - CE,2312502,CE,7691,"15,29%",A,"92,69%",B,,n.d.,n.d.
Prefeitura Municipal de São João do Manhuaçu - MG,3162559,MG,11440,"8,51%",A,"93,29%",B,"54,35%",A,B
Prefeitura Municipal de São João do Manteninha - MG,3162575,MG,5798,"3,40%",A,"85,25%",A,,n.d.,n.d.
Prefeitura Municipal de São João do Oeste - SC,4216255,SC,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João do Oriente - MG,3162609,MG,7553,,n.d.,,n.d.,"94,53%",A,n.d.
Prefeitura Municipal de São João do Pacuí - MG,3162658,MG,4389,"26,84%",A,"94,51%",B,"676,28%",C,C
Prefeitura Municipal de São João do Paraíso - MA,2111052,MA,11162,"28,32%",A,,n.d.,"250,40%",C,n.d.
Prefeitura Municipal de São João do Paraíso - MG,3162708,MG,23524,"52,77%",A,,n.d.,"627,71%",C,n.d.
Prefeitura Municipal de São João do Pau d'Alho - SP,3549300,SP,2111,,n.d.,"99,98%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de São João do Piauí - PI,2210003,PI,20537,"10,84%",A,"92,33%",B,"91,56%",A,B
Prefeitura Municipal de São João do Polêsine - RS,4318432,RS,2561,"5,18%",A,"94,56%",B,"212,49%",C,C
Prefeitura Municipal de São João do Rio do Peixe - PB,2500700,PB,17941,"58,46%",A,"91,32%",B,"242,73%",C,C
Prefeitura Municipal de São João do Sabugi - RN,2412104,RN,6179,"17,42%",A,"97,48%",C,"60,66%",A,C
Prefeitura Municipal de São João do Soter - MA,2111078,MA,18438,"19,79%",A,"96,24%",C,"335,30%",C,C
Prefeitura Municipal de São João do Sul - SC,4216404,SC,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João do Tigre - PB,2514107,PB,4430,"8,23%",A,"95,65%",C,"29,50%",A,C
Prefeitura Municipal de São João do Triunfo - PR,4125100,PR,14996,"9,61%",A,"94,16%",B,"10,99%",A,B
Prefeitura Municipal de São João dos Patos - MA,2111102,MA,25860,"3,66%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São João Evangelista - MG,3162807,MG,15781,"9,58%",A,"94,79%",B,"168,57%",C,C
Prefeitura Municipal de São João Nepomuceno - MG,3162906,MG,26272,"2,12%",A,,n.d.,"13,68%",A,n.d.
Prefeitura Municipal de São Joaquim - SC,4216503,SC,26763,"8,47%",A,,n.d.,"10,14%",A,n.d.
Prefeitura Municipal de São Joaquim da Barra - SP,3549409,SP,51447,"13,58%",A,"97,29%",C,"126,12%",C,C
Prefeitura Municipal de São Joaquim de Bicas - MG,3162922,MG,30989,"15,28%",A,"94,48%",B,"230,62%",C,C
Prefeitura Municipal de São Joaquim do Monte - PE,2613305,PE,21314,"26,62%",A,"94,53%",B,"4994,84%",C,C
Prefeitura Municipal de São Jorge - RS,4318440,RS,2757,,n.d.,"85,76%",A,"2,54%",A,n.d.
Prefeitura Municipal de São Jorge do Ivaí - PR,4125308,PR,5559,"8,08%",A,,n.d.,"20,31%",A,n.d.
Prefeitura Municipal de São Jorge do Patrocínio - PR,4125357,PR,5698,"1,29%",A,"82,22%",A,"51,79%",A,A
Prefeitura Municipal de São Jorge d'Oeste - PR,4125209,PR,9074,"18,49%",A,"88,95%",A,"1,71%",A,A
Prefeitura Municipal de São José - SC,4216602,SC,242927,"23,17%",A,"83,68%",A,"10,87%",A,A
Prefeitura Municipal de São José da Barra - MG,3162948,MG,7371,"5,37%",A,"99,06%",C,"29,43%",A,C
Prefeitura Municipal de São José da Bela Vista - SP,3549508,SP,8895,"31,82%",A,"100,43%",C,"23309,53%",C,C
Prefeitura Municipal de São José da Boa Vista - PR,4125407,PR,6254,"3,01%",A,"75,42%",A,"34,45%",A,A
Prefeitura Municipal de São José da Coroa Grande - PE,2613404,PE,21004,"9,10%",A,"97,67%",C,"535,68%",C,C
Prefeitura Municipal de São José da Lagoa Tapada - PB,2514206,PB,7680,"51,82%",A,"97,85%",C,"23,49%",A,C
Prefeitura Municipal de São José da Laje - AL,2708303,AL,23855,"36,18%",A,,n.d.,"126,21%",C,n.d.
Prefeitura Municipal de São José da Lapa - MG,3162955,MG,23385,"9,54%",A,"99,12%",C,"617,24%",C,C
Prefeitura Municipal de São José da Safira - MG,3163003,MG,4255,"0,00%",A,"95,51%",C,"-5,20%",C,C
Prefeitura Municipal de São José da Tapera - AL,2708402,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José da Varginha - MG,3163102,MG,4927,"12,80%",A,"91,00%",B,"707,34%",C,C
Prefeitura Municipal de São José da Vitória - BA,2929354,BA,5710,"131,51%",B,,n.d.,"118,97%",C,n.d.
Prefeitura Municipal de São José das Missões - RS,4318457,RS,2562,"0,00%",A,"92,81%",B,,n.d.,n.d.
Prefeitura Municipal de São José das Palmeiras - PR,4125456,PR,3682,"6,22%",A,"91,77%",B,"676,00%",C,C
Prefeitura Municipal de São José de Caiana - PB,2514305,PB,6255,"44,00%",A,"92,87%",B,"15,54%",A,B
Prefeitura Municipal de São José de Espinharas - PB,2514404,PB,4665,"48,11%",A,"94,85%",B,"9,55%",A,B
Prefeitura Municipal de São José de Mipibu - RN,2412203,RN,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José de Piranhas - PB,2514503,PB,20053,"115,84%",B,,n.d.,"44,59%",A,n.d.
Prefeitura Municipal de São José de Princesa - PB,2514552,PB,3908,"21,45%",A,"122,29%",C,"40,49%",A,C
Prefeitura Municipal de São José de Ribamar - MA,2111201,MA,176321,"10,43%",A,"92,51%",B,"121,72%",C,C
Prefeitura Municipal de São José de Ubá - RJ,3305133,RJ,7134,"0,18%",A,,n.d.,"3,36%",A,n.d.
Prefeitura Municipal de São José do Alegre - MG,3163201,MG,4183,"0,11%",A,"99,42%",C,"144,97%",C,C
Prefeitura Municipal de São José do Barreiro - SP,3549607,SP,4151,"13,51%",A,"93,51%",B,"-4,18%",C,C
Prefeitura Municipal de São José do Belmonte - PE,2613503,PE,33895,"7,23%",A,,n.d.,"73,37%",A,n.d.
Prefeitura Municipal de São José do Bonfim - PB,2514602,PB,3526,"21,69%",A,"91,45%",B,"17,87%",A,B
Prefeitura Municipal de São José do Brejo do Cruz - PB,2514651,PB,1791,"7,04%",A,"96,91%",C,"71,00%",A,C
Prefeitura Municipal de São José do Calçado - ES,3204807,ES,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José do Campestre - RN,2412302,RN,12833,"1,60%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José do Cedro - SC,4216701,SC,13838,"5,53%",A,"92,22%",B,"1,21%",A,B
Prefeitura Municipal de São José do Cerrito - SC,4216800,SC,8421,"26,25%",A,"84,83%",A,"56,62%",A,A
Prefeitura Municipal de São José do Divino - MG,3163300,MG,3865,"12,14%",A,"82,53%",A,,n.d.,n.d.
Prefeitura Municipal de São José do Divino - PI,2210052,PI,5338,"2,90%",A,"92,80%",B,"-412,97%",C,C
Prefeitura Municipal de São José do Egito - PE,2613602,PE,33789,"4,68%",A,"93,15%",B,"2077,16%",C,C
Prefeitura Municipal de São José do Goiabal - MG,3163409,MG,5454,"5,65%",A,"93,51%",B,"173,79%",C,C
Prefeitura Municipal de São José do Herval - RS,4318465,RS,2000,"0,01%",A,,n.d.,"7627,52%",C,n.d.
Prefeitura Municipal de São José do Hortêncio - RS,4318481,RS,4739,,n.d.,"68,46%",A,"2,64%",A,n.d.
Prefeitura Municipal de São José do Inhacorá - RS,4318499,RS,2091,"3,91%",A,"80,10%",A,"3,41%",A,A
Prefeitura Municipal de São José do Jacuípe - BA,2929370,BA,10417,"5,94%",A,"101,49%",C,"-2,09%",C,C
Prefeitura Municipal de São José do Jacuri - MG,3163508,MG,,,n.d.,"84,23%",A,"330,67%",C,n.d.
Prefeitura Municipal de São José do Mantimento - MG,3163607,MG,2775,"1,25%",A,"98,79%",C,"247,42%",C,C
Prefeitura Municipal de São José do Norte - RS,4318507,RS,27410,"6,50%",A,"98,34%",C,"43,86%",A,C
Prefeitura Municipal de São José do Ouro - RS,4318606,RS,6945,"14,98%",A,"91,76%",B,"66,69%",A,B
Prefeitura Municipal de São José do Peixe - PI,2210102,PI,3750,"11,96%",A,"104,18%",C,"585,15%",C,C
Prefeitura Municipal de São José do Piauí - PI,2210201,PI,6710,"-0,37%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José do Povo - MT,5107297,MT,4021,"0,88%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José do Rio Claro - MT,5107305,MT,,,n.d.,"95,47%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de São José do Rio Pardo - SP,3549706,SP,54763,"41,98%",A,"96,31%",C,"125,41%",C,C
Prefeitura Municipal de São José do Rio Preto - SP,3549805,SP,456245,"24,27%",A,"93,28%",B,"9,59%",A,B
Prefeitura Municipal de São José do Sabugi - PB,2514701,PB,4134,"70,46%",B,"99,54%",C,"194,73%",C,C
Prefeitura Municipal de São José do Seridó - RN,2412401,RN,4602,"11,21%",A,"97,15%",C,"25,82%",A,C
Prefeitura Municipal de São José do Sul - RS,4318614,RS,2378,"2,38%",A,"87,41%",A,"0,92%",A,A
Prefeitura Municipal de São José do Vale do Rio Preto - RJ,3305158,RJ,21670,"12,69%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São José do Xingu - MT,5107354,MT,5569,"3,44%",A,,n.d.,"15,59%",A,n.d.
Prefeitura Municipal de São José dos Ausentes - RS,4318622,RS,3509,"10,50%",A,"81,09%",A,"25,60%",A,A
Prefeitura Municipal de São José dos Basílios - MA,2111250,MA,7642,,n.d.,"104,47%",C,"30,42%",A,n.d.
Prefeitura Municipal de São José dos Campos - SP,3549904,SP,713943,"24,71%",A,"100,27%",C,,n.d.,n.d.
Prefeitura Municipal de São José dos Cordeiros - PB,2514800,PB,3723,,n.d.,"96,78%",C,"82,49%",A,n.d.
Prefeitura Municipal de São José dos Pinhais - PR,4125506,PR,317476,"8,03%",A,"94,82%",B,"10,54%",A,B
Prefeitura Municipal de São José dos Quatro Marcos - MT,5107107,MT,18967,"1,77%",A,"158,79%",C,"273,44%",C,C
Prefeitura Municipal de São José dos Ramos - PB,2514453,PB,5915,"85,49%",B,"104,07%",C,"92,43%",A,C
Prefeitura Municipal de São Julião - PI,2210300,PI,6353,"14,19%",A,"94,32%",B,"15,28%",A,B
Prefeitura Municipal de São Leopoldo - RS,4318705,RS,234947,"52,49%",A,"92,03%",B,"131,68%",C,C
Prefeitura Municipal de São Lourenço - MG,3163706,MG,45488,"40,54%",A,"97,75%",C,"41,01%",A,C
Prefeitura Municipal de São Lourenço da Mata - PE,2613701,PE,112362,"15,91%",A,,n.d.,"184,55%",C,n.d.
Prefeitura Municipal de São Lourenço da Serra - SP,3549953,SP,15667,"26,70%",A,"106,14%",C,"430,39%",C,C
Prefeitura Municipal de São Lourenço do Oeste - SC,4216909,SC,23857,"9,82%",A,"94,38%",B,"10,21%",A,B
Prefeitura Municipal de São Lourenço do Piauí - PI,2210359,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Lourenço do Sul - RS,4318804,RS,43625,"28,91%",A,"94,44%",B,"405,99%",C,C
Prefeitura Municipal de São Ludgero - SC,4217006,SC,13165,"6,97%",A,"321,38%",C,"2,67%",A,C
Prefeitura Municipal de São Luís - MA,2111300,MA,1094667,"24,26%",A,"90,89%",B,"110,61%",C,C
Prefeitura Municipal de São Luís de Montes Belos - GO,5220108,GO,33470,"19,03%",A,"92,88%",B,"0,80%",A,B
Prefeitura Municipal de São Luís do Curu - CE,2312601,CE,12938,"27,76%",A,"87,19%",A,,n.d.,n.d.
Prefeitura Municipal de São Luís do Paraitinga - SP,3550001,SP,10684,"4,01%",A,"96,43%",C,,n.d.,n.d.
Prefeitura Municipal de São Luis do Piauí - PI,2210375,PI,,,n.d.,"100,62%",C,"130,63%",C,n.d.
Prefeitura Municipal de São Luís do Quitunde - AL,2708501,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA,2111409,MA,18988,"6,94%",A,"125,20%",C,"-239,27%",C,C
Prefeitura Municipal de São Luiz - RR,1400605,RR,7860,"0,70%",A,,n.d.,"28,61%",A,n.d.
Prefeitura Municipal de São Luiz do Norte - GO,5220157,GO,5117,"16,00%",A,"79,93%",A,"35,58%",A,A
Prefeitura Municipal de São Luiz Gonzaga - RS,4318903,RS,33668,"11,73%",A,"85,76%",A,"8,79%",A,A
Prefeitura Municipal de São Mamede - PB,2514909,PB,7745,"30,09%",A,"87,47%",A,"2,61%",A,A
Prefeitura Municipal de São Manoel do Paraná - PR,4125555,PR,2158,"1,61%",A,,n.d.,"4,43%",A,n.d.
Prefeitura Municipal de São Manuel - SP,3550100,SP,40781,"7,99%",A,"87,21%",A,"41,40%",A,A
Prefeitura Municipal de São Marcos - RS,4319000,RS,21449,"38,92%",A,"78,96%",A,"27,80%",A,A
Prefeitura Municipal de São Martinho - RS,4319109,RS,5474,,n.d.,"85,91%",A,"17,79%",A,n.d.
Prefeitura Municipal de São Martinho - SC,4217105,SC,3189,,n.d.,"99,24%",C,"18,63%",A,n.d.
Prefeitura Municipal de São Martinho da Serra - RS,4319125,RS,3238,"0,00%",A,,n.d.,"17,53%",A,n.d.
Prefeitura Municipal de São Mateus - ES,3204906,ES,128542,"7,20%",A,"97,28%",C,"100,00%",C,C
Prefeitura Municipal de São Mateus do Maranhão - MA,2111508,MA,41350,"22,01%",A,"99,49%",C,,n.d.,n.d.
Prefeitura Municipal de São Mateus do Sul - PR,4125605,PR,45806,"6,12%",A,"87,20%",A,"13,85%",A,A
Prefeitura Municipal de São Miguel - RN,2412500,RN,23380,"24,85%",A,,n.d.,"99,77%",A,n.d.
Prefeitura Municipal de São Miguel Arcanjo - SP,3550209,SP,32859,"0,51%",A,,n.d.,"6,08%",A,n.d.
Prefeitura Municipal de São Miguel da Baixa Grande - PI,2210383,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Miguel da Boa Vista - SC,4217154,SC,1833,"4,30%",A,"92,42%",B,"20,47%",A,B
Prefeitura Municipal de São Miguel das Matas - BA,2929404,BA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Miguel das Missões - RS,4319158,RS,7663,"2,06%",A,,n.d.,"13,86%",A,n.d.
Prefeitura Municipal de São Miguel de Taipu - PB,2515005,PB,7124,"51,98%",A,"99,77%",C,"194,53%",C,C
Prefeitura Municipal de São Miguel do Aleixo - SE,2807006,SE,3913,"0,91%",A,"103,88%",C,"1309,87%",C,C
Prefeitura Municipal de São Miguel do Anta - MG,3163805,MG,6933,"0,92%",A,"98,75%",C,"152,39%",C,C
Prefeitura Municipal de São Miguel do Araguaia - GO,5220207,GO,22067,"25,44%",A,"100,91%",C,"122,62%",C,C
Prefeitura Municipal de São Miguel do Fidalgo - PI,2210391,PI,3040,,n.d.,"99,50%",C,"34,91%",A,n.d.
Prefeitura Municipal de São Miguel do Gostoso - RN,2412559,RN,9531,"25,47%",A,"97,49%",C,"25,79%",A,C
Prefeitura Municipal de São Miguel do Guamá - PA,1507607,PA,58328,"45,37%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Miguel do Guaporé - RO,1100320,RO,22931,"6,22%",A,"177,52%",C,"3,72%",A,C
Prefeitura Municipal de São Miguel do Iguaçu - PR,4125704,PR,27325,"9,95%",A,"100,63%",C,"17,82%",A,C
Prefeitura Municipal de São Miguel do Oeste - SC,4217204,SC,40090,"16,35%",A,"74,16%",A,"38,22%",A,A
Prefeitura Municipal de São Miguel do Passa Quatro - GO,5220264,GO,4032,"6,26%",A,"86,74%",A,"134,75%",C,C
Prefeitura Municipal de São Miguel do Tapuio - PI,2210409,PI,17686,,n.d.,"90,68%",B,"32,88%",A,n.d.
Prefeitura Municipal de São Miguel do Tocantins - TO,1720200,TO,11967,"56,68%",A,"96,36%",C,"-200,97%",C,C
