cod_mun_ent,uf,nom_municipio_x,1.1,1.3,1.4,1.5,2.1.1,2.1.2,3.1,3.2.2,3.2.3,3.3,3.4,3.5,4.1,4.2,4.3,4.4,qtd_2018_x,Região,idhm,idhm_renda,soma_capag,media_indicadores,mediana_indicadores,sit_obr,sit_predita
320160.0,ES,Concei��o da Barra,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,30849,SE,0.6809999999999999,0.648,1.1884,0.3961333333333333,0.246,1.0,1.0
311520.0,MG,Concei��o da Barra de Minas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3962,SE,0.685,0.6679999999999999,1.073,0.35766666666666663,0.0688,0.0,0.0
290820.0,BA,Concei��o da Feira,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22392,NE,0.634,0.606,9.3141,3.1047,0.2423,1.0,1.0
311730.0,MG,Concei��o das Alagoas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27425,SE,0.7120000000000001,0.7340000000000001,1.3441,0.4480333333333333,0.28800000000000003,1.0,1.0
311720.0,MG,Concei��o das Pedras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2811,SE,0.6679999999999999,0.642,0.0,0.0,0.0,0.0,0.0
311740.0,MG,Concei��o de Ipanema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,SE,0.6759999999999999,0.664,2.0438,0.6812666666666667,0.9915,0.0,0.0
330140.0,RJ,Concei��o de Macabu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23064,SE,0.7120000000000001,0.698,1.012,0.3373333333333333,0.1702,1.0,1.0
290830.0,BA,Concei��o do Almeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17332,NE,0.606,0.578,31.8973,10.632433333333333,0.9607,0.0,0.0
150270.0,PA,Concei��o do Araguaia,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,47734,N,0.64,0.631,1.2245,0.4081666666666666,0.5947,1.0,1.0
220280.0,PI,Concei��o do Canind�,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4798,NE,0.589,0.5589999999999999,3.973500000000001,1.3245000000000002,0.9962,1.0,1.0
320170.0,ES,Concei��o do Castelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12638,SE,0.67,0.685,1.0145,0.3381666666666667,0.0169,0.0,0.0
290840.0,BA,Concei��o do Coit�,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66191,NE,0.611,0.5870000000000001,3.4738,1.1579333333333333,0.9657,1.0,1.0
290850.0,BA,Concei��o do Jacu�pe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32909,NE,0.6629999999999999,0.63,1.3958000000000002,0.4652666666666667,0.3538,1.0,1.0
210355.0,MA,Concei��o do Lago-A�u,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16072,NE,0.512,0.4920000000000001,0.3683,0.12276666666666665,0.004699999999999999,1.0,1.0
311750.0,MG,Concei��o do Mato Dentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17641,SE,0.634,0.622,0.8311000000000001,0.2770333333333333,0.094,0.0,0.0
311760.0,MG,Concei��o do Par�,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5480,SE,0.7,0.687,1.5553,0.5184333333333333,0.4675,1.0,1.0
311770.0,MG,Concei��o do Rio Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13590,SE,0.665,0.675,1.3483,0.44943333333333335,0.3129,1.0,1.0
170560.0,TO,Concei��o do Tocantins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4124,N,0.5920000000000001,0.588,1.1425,0.38083333333333336,0.16440000000000002,0.0,0.0
311780.0,MG,Concei��o dos Ouros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11525,SE,0.703,0.6679999999999999,3.4188,1.1396,0.9155,0.0,0.0
351220.0,SP,Conchal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27820,SE,0.708,0.6990000000000001,3.7696,1.2565333333333333,0.8370000000000001,1.0,1.0
351230.0,SP,Conchas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17770,SE,0.736,0.725,1.3214,0.4404666666666666,0.2236,1.0,1.0
420430.0,SC,Conc�rdia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74106,S,0.8,0.777,0.8756999999999999,0.2919,0.0286,0.0,0.0
150275.0,PA,Conc�rdia do Par�,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,32847,N,0.5660000000000001,0.56,1.0699,0.3566333333333333,0.0,2.0,2.0
250450.0,PB,Condado,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6649,NE,0.594,0.573,4.7484,1.5828,0.9623,1.0,1.0
260460.0,PE,Condado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26249,NE,0.602,0.581,7.715,2.5716666666666668,1.2912,0.0,0.0
290860.0,BA,Conde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25630,NE,0.56,0.551,3.2222,1.0740666666666667,0.9909,1.0,1.0
250460.0,PB,Conde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24323,NE,0.618,0.591,1.9812000000000003,0.6604000000000001,0.8523000000000001,0.0,0.0
290870.0,BA,Conde�ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17319,NE,0.5820000000000001,0.5589999999999999,1.4977999999999998,0.4992666666666666,0.5565,1.0,1.0
430570.0,RS,Condor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746,S,0.747,0.735,0.5847,0.1949,0.0107,0.0,0.0
311783.0,MG,C�nego Marinho,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7595,SE,0.621,0.55,1.0102,0.3367333333333333,0.0,1.0,1.0
311787.0,MG,Confins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6657,SE,0.747,0.706,1.0132,0.3377333333333333,0.0925,1.0,1.0
510335.0,MT,Confresa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30347,CO,0.6679999999999999,0.66,4.9997,1.6665666666666663,0.914,0.0,0.0
250470.0,PB,Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4785,NE,0.581,0.562,1.0444000000000002,0.3481333333333334,0.0032,1.0,1.0
311790.0,MG,Congonhal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11813,SE,0.7120000000000001,0.6809999999999999,1.1812,0.3937333333333333,0.2157,0.0,0.0
311800.0,MG,Congonhas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54196,SE,0.753,0.732,0.0,0.0,0.0,1.0,1.0
311810.0,MG,Congonhas do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5044,SE,0.568,0.5660000000000001,1.1903,0.39676666666666666,0.2587,0.0,0.0
410600.0,PR,Congonhinhas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8777,S,0.6679999999999999,0.655,1.4458000000000002,0.4819333333333334,0.4596,1.0,1.0
311820.0,MG,Conquista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6908,SE,0.7290000000000001,0.7140000000000001,1.0022,0.3340666666666667,0.064,0.0,0.0
510336.0,MT,Conquista D'Oeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3973,CO,0.718,0.7070000000000001,0.8672,0.28906666666666664,0.0222,0.0,0.0
311830.0,MG,Conselheiro Lafaiete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127539,SE,0.7609999999999999,0.736,1.6047,0.5349,0.5644,0.0,0.0
410610.0,PR,Conselheiro Mairinck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3843,S,0.7070000000000001,0.675,17.755499999999994,5.918499999999999,0.9908,0.0,0.0
311840.0,MG,Conselheiro Pena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22892,SE,0.662,0.6459999999999999,1.1901,0.3967,0.2008,0.0,0.0
311850.0,MG,Consola��o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782,SE,0.6729999999999999,0.627,1.0541,0.35136666666666666,0.1405,0.0,0.0
430580.0,RS,Constantina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915,S,0.754,0.726,16.2091,5.403033333333332,0.9043,0.0,0.0
311860.0,MG,Contagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659070,SE,0.7559999999999999,0.745,1.6184,0.5394666666666666,0.3588,0.0,0.0
410620.0,PR,Contenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18326,S,0.6809999999999999,0.6970000000000001,1.0775,0.35916666666666663,0.1437,0.0,0.0
290880.0,BA,Contendas do Sincor�,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4086,NE,0.5770000000000001,0.579,2.5677,0.8559,0.9554,0.0,0.0
311870.0,MG,Coqueiral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9191,SE,0.6940000000000001,0.6629999999999999,1.3545,0.4515,0.2751,0.0,0.0
430583.0,RS,Coqueiro Baixo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507,S,0.6920000000000001,0.703,0.9987,0.33290000000000003,0.0367,0.0,0.0
270220.0,AL,Coqueiro Seco,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5826,NE,0.586,0.5820000000000001,0.0,0.0,0.0,1.0,1.0
430585.0,RS,Coqueiros do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327,S,0.746,0.8059999999999999,1.0348,0.3449333333333333,0.2313,0.0,0.0
311880.0,MG,Cora��o de Jesus,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26592,SE,0.642,0.575,25.9596,8.6532,0.9707,1.0,1.0
290890.0,BA,Cora��o de Maria,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22719,NE,0.5920000000000001,0.5579999999999999,1.3918,0.4639333333333333,0.4437,1.0,1.0
410630.0,PR,Corb�lia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17024,S,0.738,0.728,1.1546,0.3848666666666667,0.08349999999999999,1.0,1.0
330150.0,RJ,Cordeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21806,SE,0.7290000000000001,0.7240000000000001,1.7993,0.5997666666666667,0.6563,0.0,0.0
351240.0,SP,Cordeir�polis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24221,SE,0.758,0.754,1.8008000000000002,0.6002666666666667,0.7776000000000001,0.0,0.0
290900.0,BA,Cordeiros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8585,NE,0.579,0.561,0.6301,0.21003333333333327,0.0024,1.0,1.0
420435.0,SC,Cordilheira Alta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4385,S,0.747,0.735,0.9942,0.33140000000000003,0.0373,0.0,0.0
311890.0,MG,Cordisburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8883,SE,0.6559999999999999,0.644,1.12,0.3733333333333333,0.122,0.0,0.0
311900.0,MG,Cordisl�ndia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3534,SE,0.66,0.654,1.1485,0.38283333333333336,0.179,0.0,0.0
230400.0,CE,Corea�,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23258,NE,0.61,0.526,1.1852,0.3950666666666667,0.2006,1.0,1.0
250480.0,PB,Coremas,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15423,NE,0.5920000000000001,0.578,2.4029,0.8009666666666666,0.9526,1.0,1.0
500310.0,MS,Corguinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5839,CO,0.6709999999999999,0.684,1.1469,0.3823,0.1464,0.0,0.0
290910.0,BA,Coribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14240,NE,0.6,0.545,2.2641,0.7547,0.8008,0.0,0.0
311910.0,MG,Corinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23797,SE,0.68,0.664,2.8522,0.9507333333333332,0.9567,0.0,0.0
410640.0,PR,Corn�lio Proc�pio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47847,S,0.759,0.746,20.1509,6.716966666666668,0.9719,0.0,0.0
311920.0,MG,Coroaci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10040,SE,0.626,0.613,37.0691,12.356366666666664,0.9989,1.0,1.0
351250.0,SP,Coroados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5986,SE,0.7190000000000001,0.7040000000000001,1.2984,0.4328,0.35200000000000004,0.0,0.0
210360.0,MA,Coroat�,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65044,NE,0.5760000000000001,0.545,10.3322,3.4440666666666666,1.3134,1.0,1.0
311930.0,MG,Coromandel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27982,SE,0.708,0.73,0.9736,0.3245333333333333,0.0201,0.0,0.0
430587.0,RS,Coronel Barros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518,S,0.7440000000000001,0.7929999999999999,1.0724,0.35746666666666665,0.2524,1.0,1.0
430590.0,RS,Coronel Bicaco,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7385,S,0.665,0.667,0.9983,0.3327666666666667,0.1006,1.0,1.0
410645.0,PR,Coronel Domingos Soares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7475,S,0.6,0.609,2.5293,0.8431000000000001,0.9918,0.0,0.0
240280.0,RN,Coronel Ezequiel,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5508,NE,0.5870000000000001,0.545,0.6856,0.2285333333333333,0.1149,1.0,1.0
311940.0,MG,Coronel Fabriciano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109405,SE,0.755,0.715,1.5599,0.5199666666666667,0.4853,0.0,0.0
420440.0,SC,Coronel Freitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022,S,0.7440000000000001,0.732,0.8479,0.2826333333333333,0.0673,0.0,0.0
240290.0,RN,Coronel Jo�o Pessoa,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4908,NE,0.578,0.5489999999999999,1.8193,0.6064333333333333,0.5546,1.0,1.0
290920.0,BA,Coronel Jo�o S�,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580112,NE,0.535,0.545,1.8302,0.6100666666666666,0.5062,1.0,1.0
220285.0,PI,Coronel Jos� Dias,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4678,NE,0.546,0.518,1.6664,0.5554666666666667,0.25730000000000003,1.0,1.0
351260.0,SP,Coronel Macedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4728,SE,0.69,0.653,1.3019999999999998,0.434,0.2448,0.0,0.0
420445.0,SC,Coronel Martins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544,S,0.696,0.6779999999999999,0.9469,0.3156333333333334,0.0282,0.0,0.0
311950.0,MG,Coronel Murta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9228,SE,0.627,0.578,1.0645,0.3548333333333333,0.12990000000000002,0.0,0.0
311960.0,MG,Coronel Pacheco,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080,SE,0.669,0.6729999999999999,1.6387,0.5462333333333333,0.6683,1.0,1.0
430593.0,RS,Coronel Pilar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641,S,0.727,0.7659999999999999,86.2503,28.7501,0.8023,0.0,0.0
500315.0,MS,Coronel Sapucaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15152,CO,0.589,0.607,1.1219,0.3739666666666667,0.15130000000000002,0.0,0.0
410650.0,PR,Coronel Vivida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20892,S,0.723,0.7140000000000001,1.3962,0.4654,0.3023,0.0,0.0
311970.0,MG,Coronel Xavier Chaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3426,SE,0.677,0.67,0.0287,0.009566666666666666,0.0,0.0,0.0
311980.0,MG,C�rrego Danta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3241,SE,0.6920000000000001,0.6829999999999999,6.6998000000000015,2.2332666666666667,0.9354,0.0,0.0
311990.0,MG,C�rrego do Bom Jesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714,SE,0.6920000000000001,0.665,0.9743,0.3247666666666667,0.0442,0.0,0.0
520570.0,GO,C�rrego do Ouro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364,CO,0.6859999999999999,0.696,0.9575,0.3191666666666667,0.0693,0.0,0.0
311995.0,MG,C�rrego Fundo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290,SE,0.6779999999999999,0.657,2.101,0.7003333333333334,1.0093,1.0,1.0
312000.0,MG,C�rrego Novo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2814,SE,0.632,0.596,1.8363,0.6121,0.8564,1.0,1.0
420455.0,SC,Correia Pinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13040,S,0.7020000000000001,0.701,1.436,0.4786666666666666,0.3385,0.0,0.0
220290.0,PI,Corrente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26575,NE,0.642,0.62,9.5171,3.172366666666667,0.172,1.0,1.0
260470.0,PE,Correntes,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,18144,NE,0.536,0.551,2.1146000000000003,0.7048666666666668,0.0,2.0,2.0
290930.0,BA,Correntina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32081,NE,0.603,0.575,14.6279,4.875966666666666,0.988,1.0,1.0
260480.0,PE,Cort�s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12596,NE,0.568,0.541,8.4817,2.827233333333333,0.9688,1.0,1.0
500320.0,MS,Corumb�,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110806,CO,0.7,0.701,1.8131,0.6043666666666666,0.6940000000000001,0.0,0.0
520580.0,GO,Corumb� de Goi�s,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11050,CO,0.68,0.665,1.0176,0.3392,0.1091,1.0,1.0
520590.0,GO,Corumba�ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9574,CO,0.698,0.703,1.2562,0.41873333333333335,0.2421,1.0,1.0
351270.0,SP,Corumbata�,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047,SE,0.754,0.728,1.0402,0.3467333333333333,0.0719,0.0,0.0
410655.0,PR,Corumbata� do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313,S,0.638,0.632,2.5626,0.8542,0.9786,1.0,1.0
110007.0,RO,Corumbiara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7567,N,0.613,0.63,0.14550000000000002,0.048500000000000015,0.0178,0.0,0.0
420450.0,SC,Corup�,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15709,S,0.78,0.768,1.4110999999999998,0.4703666666666666,0.3608,0.0,0.0
270230.0,AL,Coruripe,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56562,NE,0.626,0.591,1.1919000000000002,0.3973,0.2026,1.0,1.0
351280.0,SP,Cosm�polis,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70998,SE,0.769,0.746,2.3341000000000003,0.7780333333333335,0.9434,1.0,1.0
351290.0,SP,Cosmorama,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7316,SE,0.722,0.705,1.1625,0.3875,0.2016,1.0,1.0
110008.0,RO,Costa Marques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17855,N,0.611,0.616,1.338,0.446,0.2318,0.0,0.0
500325.0,MS,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20496,CO,0.706,0.7170000000000001,0.8261999999999999,0.2754,0.0085,0.0,0.0
290940.0,BA,Cotegipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13796,NE,0.59,0.545,3.3867000000000003,1.1289,0.9598,0.0,0.0
351300.0,SP,Cotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244694,SE,0.78,0.789,0.4042,0.13473333333333334,0.1764,0.0,0.0
